Plot ID,S. no,Species,Leaf wet mass,Above ground mass,Stem mass,Root mass,Stem length,Root length,Root % lost,Species ID,Comments 02,Comments 01
VG43,S2,S2,NA,0.56,0.38,0.71,17,15,,,"Galaxy J6: 20210121_195533, 20210119_195553, 20210119_195608",Unidentified. Serrated leaves. Leave traits can't be measured.
VG43,S3(1),S3,0.32,1.14,0.32,0.47,12,10,,ClaDen,"Galaxy J6: 20210121_195724, 20210119_195732, 20210119_195742",Unidentified. Curry leaf like.
VG43,S3(2),S3,0.16,1.09,0.47,0.35,16.8,12.4,,,,
VG43,S3(3),S3,NA,0.52,0.12,0.16,11.2,8.4,,,,Leave traits can't be measured.
DG12,S1,S1,0.18,2.24,1.23,0.23,30.4,1.2,,Cin,,Cinnamomum sp. ~ 90 % root lost while sampling.
DG12,S2,S2,0.15,0.61(?),.16(?),NA,11.8(?),NA,,,"Galaxy J6: 20210122_145842, 20210122_145856, 20210119_150023",Unidentified. Root completely lost. Some portion of stem lost.
DG12,S3,S3,0.32,0.93,0.28,0.26,11.4,11.4,,,"Galaxy J6: 20210122_150115, 20210122_150124, 20210119_150132",
DG12,S4,S4,0.08,0.4,0.47,0.65,30.2,15.6,,,"Galaxy J6: 20210122_150737, 20210122_150750, 20210119_150811",
DG12,S5(1),S5,0.08,0.38,0.19,0.14,11.2,10.8,,SymRac,"Galaxy J6: 20210122_150907, 20210122_150933, 20210119_150951",Simplocos sp?
DG12,S5(2),S5,0.12,1.8,0.12,1.09,23.4,9.2,,,,
DG12,S5(3),S5,0.02,0.2,0.1,0.12,9.4,10,,,,
DG12,S5(4),S5,0.09,0.32,0.17,0.12,12.4,6,,,,
DG12,S6(1),S6,0.82,3.66,1.42,0.5,16.4,9.8,,Psy,"Galaxy J6: 20210122_151035, 20210122_151052, 20210119_151113",Psychotria sp?
DG12,S6(2),S6,0.51,2.11,1.24,0.42,19.4,7.4 + 9,,Psy,,Root branched.
DG12,S6(3),S6,0.34,3.05,2.05,0.24,24.6,7.2,,Psy,,
DG12,S6(4),S6,0.32,1.07,0.54,0.25,12,9,,Psy,,Root branched.
DG12,S6(5),S6,0.11,0.65,0.43,0.12,12.2,4.6,,Psy,,~ 60 % root lost while sampling.
DG11,S1,S1,1.47,12.04,5.71,5.27,40.4,21.2,,SymRac,"Galaxy J6: 20210123_192403, 20210123_192437, 20210123_192450",Simplocos sp? ~ 30 % root lost while sampling.
DG11,S2(1),S2,0.66,3.06,1.15,0.47,15.4,6.8 + 4.2,,Psy,"Galaxy J6: 20210123_192516, 20210123_192523, 20210123_192533",Psychotria sp? Branched root (~60% of one branch was lost while sampling).  
DG11,S2(2),S2,1.04,7.81,3.64,1.64,30.4,13.6,,,,
DG11,S2(3),S2,NA,6.52,2.92,1.48,24.8,15.2,,,,Herbivored. Leaf traits not measured.
DG11,S2(4),S2,NA,7.44,3.74,2.24,29,13.6,,,,Herbivored. Leaf traits not measured. ~ 30 % root lost while sampling.
DG11,S2(5),S2,0.43,4.84,2.87,0.83,24.2,9.2,,,,~ 20 % root lost while sampling. Mostly herbivored. Only one leaf scanned.
DG11,S2(6),S2,1.68,7.38,2.91,1.06,23,15.2,,,,
DG11,S2(7),S2,1.97,5.84,2.42,1.27,19.2,13.2,,,,
DG11,S2(8),S2,NA,3.6,1.13,0.33,13.2,8.8,,,,Herbivored. Leaf traits not measured.
DG11,S2(9),S2,0.94,5.31,1.56,0.71,15.2,10.2,,,,
DG11,S2(10),S2,0.76,2.38,1.19,0.48,14.6,10.4,,,,
DG11,S2(11),S2,1.14,4.84,1.75,0.32,15.2,3.2,,,,~ 80 % root lost while sampling.
DG11,S2(12),S2,0.88,4.24,1.82,0.32,17.6,3.2,,,,~ 80 % root lost while sampling.
DG11,S2(13),S2,NA,4.7,2.56,1,23.8,7.6,,,,~ 60 % root lost while sampling. Herbivored. Leaf traits not measured.
DG13,S1(1),S1,0.03,0.35,0.14,0.12,12,12.2,,Syz,"Galaxy J6: 20210124_135458, 20210124_135512, 20210124_135527",Syzygium sp?
DG13,S1(2),S1,0.05,0.43,0.13,0.05,14.6,2.6,,Syz,,
DG13,S1(3),S1,0.08,0.79,0.27,0.2,15.8,12,,Syz,,
DG13,S1(4),S1,0.02,0.44,0.3,0.37,13.4,4.8,,Syz,,~ 80 % root lost while sampling.
DG13,S1(5),S1,0.05,0.3,0.07,0.1,8.8,18.6,,Syz,,
DG13,S1(6),S1,0.09,0.74,0.21,0.19,13,7.4,,Syz,,~ 30 % root lost while sampling.
DG13,S1(7),S1,0.06,0.34,0.15,0.07,15.2,6.6,,Syz,,~ 30 % root lost while sampling.
DG13,S1(8),S1,NA,4.02,2.22,3.42,18.8 + 18 + 13.2 +11.4 + 17.6 + 7.6 + 6.2,28.8,,Syz,,Dried. Leaves not scanned. ~ 10 % root lost while sampling.
DG13,S9,S9,0.09,0.61,0.31,0.52,14.4,11.6,,SymRac,"Galaxy J6: 20210124_140804, 20210124_140814, 20210124_140831", Simplocos sp?
DG13,S2(1),S2,0.16,0.58,0.23,0.13,7.6,10.4,,,,Unidentified.
DG13,S2(2),S2,0.25,1.92,1.66,1.35,19.4,17.6 + 6.6,,,,Only 2 leaves. The were scanned. Branched roots.
DG13,S3,S3,0.97,8.43,3.76,3.51,25 + 23.2 + 7.8,10.6,,,"Galaxy J6: 20210124_140908, 20210124_140938, 20210124_140949",Unidentified. ~ 80 % root lost while sampling.
DG13,S4,S4,0.43,1.8,0.8,0.37,22.8,4,,,"Galaxy J6: 20210124_141013, 20210124_141021, 20210124_141030",Unidentified.  ~ 80 % root lost while sampling.
DG13,S5,S5,0.56,2.09,0.88,0.33,16.4 + 3.8,13.6,,,"Galaxy J6: 20210124_141058, 20210124_141114, 20210124_141122",Unidentified. Whorled leaves.
DG13,S6(1),S6,0.67,2.86,1.54,0.74,21,5.2 + 3.2,,,"Galaxy J6: 20210124_141141, 20210124_141154, 20210124_141209",Unidentified. Branched roots
DG13,S6(2),S6,0.01,1,0.72,0.16,15.2,2,,,,Mostly herbivored; only 1 young leaf scanned.  ~ 80 % root lost while sampling.
DG13,S6(3),S6,NA,0.23,0.11,0.1,12,6.6,,,,Mostly herbivored; leaves not scanned.
DG13,S7,S7,2.16,9.8,2.77,1.45,25.6,10.4,,,"Galaxy J6: 20210124_141234, 20210124_141244, 20210124_141259",Unidentified. ~ 60 % root lost while sampling.
DG13,S8,S8,0.38,2.35,1.81,0.65,27.4,9.6,,Cin,,Cinnamomum sp. Mostly herbivored; only 1 young leaf scanned. ~ 10 % root lost while sampling.
DG14,S1,S1,0.24,0.98(?),0.46(?),NA,22.8(?),NA,,,"Galaxy J6: 20210124_203509, 20210124_203520, 20210124_203533",Unidentified. Root lost. An unknown portion of stem lost while sampling. Herbivored; only 1 leaf scanned.
DG14,S2,S2,0.06,0.66,0.51,0.95,23.4,34.2,,,"Galaxy J6: 20210124_203614, 20210124_203632, 20210124_203641",Unidentified. Herbivored; only 1 leaf scanned.
DG14,S3(1),S3,NA,0.15,0.03,0.22,6.8,17.8,,Syz,"Galaxy J6: 20210124_203710, 20210124_203732, 20210124_203745",Syzygium sp? Dry. Leaf traits not measured.
DG14,S3(2),S3,NA,2.96,2.33,1.16,30 + 23.8,18,,Syz,,Dry. Leaf traits not measured. Branched stem.
DG14,S3(3),S3,NA,0.94,0.65,0.27,24.5 + 6.4,7.2,,Syz,,Dry. Leaf traits not measured. ~ 40 % root lost while sampling. Branched stem.
DG14,S3(4),S3,NA,1.22,0.76,0.44,29.6,11.6,,Syz,,Dry. Leaf traits not measured. ~ 30 % root lost while sampling.
DG14,S3(5),S3,NA,4.4,2.38,3.61,20.8 + 15.4 + 12.6,22.4,,Syz,,Dry. Leaf traits not measured. ~ 40 % root lost while sampling. Branched stem.
DG14,S3(6),S3,NA,0.36,0.17,0.15,15,10.6,,Syz,,Dry. Leaf traits not measured.
DG14,S3(7),S3,NA,0.79,0.54,0.5,18.8,9.6 + 10,,Syz,,Dry. Leaf traits not measured. Branched root (~40 % of one branch lost while sampling).
DG14,S4(1),S4,0.38,3.93,1.53,1.32,31.4,10.4,,Cin,"Galaxy J6: 20210124_203803, 20210124_203814, 20210124_203834",Cinnamomum sp? ~ 60 % root lost while sampling.
DG14,S4(2),S4,0.18,0.8,0.41,0.46,19.8,14,,Cin,,~ 20 % root lost while sampling.
DG14,S4(3),S4,NA,1.32,0.99,0.94,23,19,,Cin,,Dry. Leaf traits not measured.
DG14,S5(1),S5,0.61,3.34,1.32,0.56,18.8,17.5 + 4.8,,Psy,"Galaxy J6: 20210124_203855, 20210124_203905, 20210124_203914",Psychotria sp? Branched stem.
DG14,S5(2),S5,0.62,4.67,1.67,0.39,19.4,9,,Psy,,
DG14,S5(3),S5,NA,0.62,0.31,0.15,10.8,4.6,,Psy,,Dry. Leaf traits not measured. ~ 60 % root lost while sampling.
DG14,S5(4),S5,NA,0.85,0.34,0.75,8.6,14.6 + 7 + 8,,Psy,,Dry. Leaf traits not measured. Roots branched and cut.
DG14,S5(5),S5,NA,1.48,0.69,1.5,20.4,15.4,,Psy,,Dry. Leaf traits not measured.  ~ 30 % root lost while sampling.
DG14,S5(6),S5,NA,1.16,0.56,0.74,16.8,22.4,,Psy,,Dry. Leaf traits not measured.
DG14,S5(7),S5,NA,2.33,1.22,0.41,19.4,10.8,,Psy,,Dry. Leaf traits not measured.
DG14,S5(8),S5,NA,0.62,0.46,0.11,17.2,5.4,,Psy,,Dry. Leaf traits not measured. ~ 40 % root lost while sampling.
DG14,S5(9),S5,NA,0.23,0.11,0.08,8.2,9.4,,Psy,,Dry. Leaf traits not measured.
DG14,S5(10),S5,NA,2.27,1.42,0.95,23,13.6,,Psy,,Dry. Leaf traits not measured.
DG14,S5(11),S5,NA,0.35,0.23,0.15,11.6,11.6,,Psy,,Dry. Leaf traits not measured.
DG14,S5(12),S5,NA,1.17,0.66,0.49,16.2,12 + 12,,Psy,,Dry. Leaf traits not measured.
DG16,S1(1),S1,0.18,0.54,0.21,0.19,12.2,6.5 + 4.3,,,"Galaxy J6: 20210128_192403, 20210128_192437, 20210128_192530  ",Unidentied.
DG16,S1(2),S1,0.22,1.31,0.79,NA,25,NA,,,,Root lost. Only one leaf available; it was scanned.
DG16,S2(1),S2,1.05,4.04,2.08,0.78,23.6,15.4,,,"Galaxy J6: 20210128_192558, 20210128_192613, 20210128_192717",Unidentied.
DG16,S2(2),S2,0.38,1.68,0.77,0.46,21.2,8.4,,,,
DG16,S3,S3,0.57,2.9(?),.99(?),NA,24(?),NA,,,"Galaxy J6: 20210128_192743, 20210128_192757, 20210128_192812",Unidentied. Root lost. An unkown portion of the stem was lost.
DG16,S4(1),S4,0.49,1.68,0.32,0.34,10.2,9.4,,,"Galaxy J6: 20210128_192847, 20210128_193311, 20210128_193324",Unidentied. Simplocos sp?
DG16,S4(2),S4,0.82,2.98,0.72,0.52,16.8,8.8,,,,
DG16,S4(3),S4,0.81,4.22,1.62,1.34,24.2,10.4,,,,~ 60 % root lost while sampling.
DG16,S4(4),S4,0.4,2.08,0.87,0.64,20.6,10,,,,~ 40 % root lost while sampling.
DG16,S4(5),S4,NA,2.14,0.62,0.41,17.2,10.4,,,,Herbivored; leaves not scanned. 
DG16,S4(6),S4,0.36,1.79,0.42,0.29,11.6,6.2,,,,
DG16,S4(7),S4,NA,1.43,0.5,0.27,11.6,4.4,,,,Herbivored; leaves not scanned. ~ 80 % root lost while sampling.
DG16,S5(1),S5,1.44,6.34,2.91,0.91,24.5,10.6,,,"Galaxy J6: 20210128_193454, 20210128_193509, 20210128_193525",Unidentied. Psychotria sp?
DG16,S5(2),S5,0.36,1.58,0.68,0.22,10.4,4.8,,,,~ 30 % root lost while sampling.
DG16,S5(3),S5,0.85,9.39,4.5,1.08,29.8 + 8.8,10.2 + 8.4,,,,Branched stem. Roots branched and cut; ~ 30 % of one part lost while sampling.
DG16,S5(4),S5,0.85,5.56,3.56,0.79,31.6,10.8,,,,
DG16,S5(5),S5,1.07,4.66,2.31,0.72,19.8,10.8,,,,
DG16,S5(6),S5,NA,3.41,1.59,0.51,20.8,7.8,,,,Herbivored; leaves not scanned. ~ 10 % root lost while sampling.
DG16,S5(7),S5,0.27,1.21,0.72,0.1,12.8,3.8,,,,~ 40 % root lost while sampling.
DG16,S5(8),S5,0.47,2.56,0.47,0.27,15.4,6.6,,,,
DG16,S5(9),S5,0.36,1.44,0.76,0.12,12.4,4.2,,,,~ 10 % root lost while sampling.
DG16,S5(10),S5,0.41,2.01,1.2,0.2,16.8,11.6,,,,
DG16,S5(11),S5,0.34,1.75,0.73,0.18,11.8,6.2,,,,
DG16,S5(12),S5,0.42,2.66,1.18,0.21,16.2,4.6,,,,~ 40 % root lost while sampling.
DG15,S1,S1,0.85,6.89,1.56,0.83,24 + 10.6,13.8,,Syz,"Galaxy J6: 20210130_090234, 20210130_090255, 20210130_090316",Unidentified. Syzygium sp? Branched stem.
DG15,S2(1),S2,NA,13.49,6.41,3.4,41.6,21.4,,PsyNig,"Galaxy J6: 20210130_090342, 20210130_090355, 20210130_090407",Unidentified. Psychotria sp? Dried; leaves not scanned.
DG15,S2(2),S2,NA,6.54,3.15,0.94,24.2,12.6,,PsyNig,,Herbivored; leaves not scanned.
DG15,S2(3),S2,1.92,8.02,3.97,1.38,28.6,9,,PsyNig,,~ 40 % root lost while sampling.
DG15,S2(4),S2,0.66,5.22,2.36,0.69,19.2,7.8,,PsyNig,,Herbivored; only 01 leaf scanned. ~ 20 % root lost while sampling.
DG15,S2(5),S2,2.06,7.11,2.2,3.61,15,23.2 + 8,,PsyNig,,Branched root.
DG15,S2(6),S2,0.6,3.41,0.92,0.9,10.4,14.6,,PsyNig,,
DG15,S2(7),S2,0.43,1.58,0.64,0.32,10,7.4,,PsyNig,,
DG15,S2(8),S2,0.41,2.03,0.88,0.26,11.6,10,,PsyNig,,
DG15,S2(9),S2,NA,1.75,0.74,0.33,13.6,8.4 + 4.6,,PsyNig,,Herbivored; leaves not scanned.
DG15,S2(10),S2,0.61,2.12,0.83,0.3,12.2,8.4,,PsyNig,,
DG15,S2(11),S2,0.4,1.68,0.87,0.15,12.8,6,,PsyNig,,
DG15,S2(12),S2,0.83,2.86,1.1,0.41,13.4,7.2 + 3.4,,PsyNig,,Branched root.
DG15,S2(13),S2,0.3,1.17,0.49,0.22,9.2,5.2,,PsyNig,,
DG15,S2(14),S2,0.28,1.59,0.67,0.35,10.2,9.5 + 6.8,,PsyNig,,Branched root.
DG15,S2(15),S2,0.5,2.21,0.82,0.27,10.6,4.6,,PsyNig,,~ 60 % root lost while sampling.
DG15,S2(16),S2,0.68,2.34,0.93,0.22,12.8,3.2,,PsyNig,,~ 80 % root lost while sampling.
DG15,S2(17),S2,0.5,2.11,0.96,0.3,14.2,11.2,,PsyNig,,
DG15,S2(18),S2,0.49,2.04,0.85,0.38,11.4,9.5,,PsyNig,,
DG10,S1(1),S1,0.23,1.82,0.75,2.84,19.2,18.2,,,"Galaxy J6: 20210130_144559, 20210130_144617, 20210130_144628 ",Unidentified. ~ 30 % root lost while sampling.
DG10,S1(2),S1,0.19,1.38,0.5,0.68,16.8,10,,,,~ 40 % root lost while sampling.
DG10,S2(1),S2,0.2,0.74,0.32,0.17,0.33,4.4,,,,Simplocos sp.  60 % root lost while sampling.
DG10,S2(2),S2,0.23,1.71,0.98,0.68,17.2,8.2,,,,~ 60 % root lost while sampling.
DG10,S2(3),S2,NA,2.58,2.03,1.18,27.6,13,,,,~ 60 % root lost while sampling. Herbivored; leaves not scanned.
DG10,S4(1),S4,1.75,8.23,3.66,3.11,21.2,18 + 6.4 + 8 + 11 + 6.5 + 9.2 + 8.6,,PsyNig,,Psychotria sp.
DG10,S4(2),S4,0.85,2.72,1.43,0.28,16,5.6,,PsyNig,,
DG10,S4(3),S4,NA,14.2,9.93,4.4,29.6 + 21.6,14.4 + 5.8 + 9.8 + 7.2 + 7.8 + 4.6 + 3.6 ,,PsyNig,,Dried; leaves not scanned. Branched root and stem.
DG10,S4(4),S4,,0.55,0.22,0.19,11.4,3.4 + 8.6 + 11,,PsyNig,,Dried; leaves not scanned. Branched root.
DG10,S4(5),S4,NA,NA,NA,NA,NA,NA,,PsyNig,,Unknown portion of stem lost. Root lost. Dried. Not considered for measurement.
DG10,S4(6),S4,NA,NA,NA,NA,NA,NA,,PsyNig,,Unknown portion of stem lost. Root lost. Dried. Not considered for measurement.
DG10,S5(1),S5,0.14,0.67,0.22,0.34,14.8,4.4,,Cin,,Cinnamommum sp. ~ 80 % root lost while sampling.
DG10,S5(2),S5,NA,3.69,2.08,3.16,28.2 + 4.5,18.8,,Cin,,Dried; leaaves not scanned. Stem broken while measuring.
DG10,S5(3),S5,0.69,2.91,1.28,NA,19.6,NA,,Cin,,
DG10,S5(4),S5,NA,4.24,3.1,NA,39,NA,,Cin,,Dried; leaaves not scanned.
DG18,S1(1),S1,NA,3.71,2.59,1.72,21 + 19.6 + 8 + 9.2 + 5 + 17.4,12.2,,Syz,"Galaxy J6: 20210131_190557, 20210131_190604, 20210131_190612",Syzygium sp? Dried; leaaves not scanned. ~ 60 % root lost while sampling.
DG18,S1(2),S1,NA,5.24,5.08,3.56,30.2 + 19.6 + 7.6 + 15.2 + 17.2 + 12.6,19.6,,Syz,,Dried; leaaves not scanned.  ~ 40 % root lost while sampling.
DG18,S1(3),S1,NA,4,3.04,3.03,37.4 + 13.8 + 12.6 + 14.8,15.4,,Syz,,Dried; leaaves not scanned.  ~ 60 % root lost while sampling.
DG18,S1(4),S1,NA,2.74,1.92,1.1,29.2 + 27,21,,Syz,,Dried; leaaves not scanned.  Branched stem.
DG18,S1(5),S1,NA,3.14,1.64,0.72,25 + 22.8 + 8.6,8.8,,Syz,,Dried; leaaves not scanned.  Branched stem. ~ 60 % root lost while sampling.
DG18,S1(6),S1,0.16,1.28,0.57,0.52,22.5,12.2,,Syz,,~ 10 % root lost while sampling.
DG18,S1(7),S1,0.07,1.36,0.87,0.29,22.6 + 13.8,6.5,,Syz,,~ 60 % root lost while sampling.
DG18,S1(8),S1,NA,1.3,1.02,0.55,20.4,11.4,,Syz,,Dried; leaaves not scanned. ~ 10 % root lost while sampling.
DG18,S1(9),S1,NA,0.74,0.65,1.12,25 + 20.2,20,,Syz,,Dried; leaaves not scanned. ~ 10 % root lost while sampling.
DG18,S1(10),S1,NA,1.78,1.29,0.33,32.4 + 7,4.6,,Syz,,Dried; leaaves not scanned. Branched stem.
DG18,S1(11),S1,NA,0.75,0.38,0.46,24,15.8 + 8.2,,Syz,,Dried; leaaves not scanned. Branched root.
DG18,S2(1),S2,NA,4.05,2.72,1.34,31.4,17.6,,PsyNig,"Galaxy J6: 20210131_190647, 20210131_190654, 20210131_190700 ",Psychotria sp? Dried; leaaves not scanned. 
DG18,S2(2),S2,0.73,3.08,1.81,1.37,21.2,16.4 + 5.2,,PsyNig,,~ 10 % root lost while sampling.
DG18,S2(3),S2,0.24,1.18,0.46,0.18,9.4,10.2,,PsyNig,,
DG18,S2(4),S2,0.2,0.78,0.37,0.14,8.8,5.8,,PsyNig,,
DG18,S2(5),S2,0.33,2.44,1.12,0.32,15.8,9,,PsyNig,,
DG18,S2(6),S2,0.27,1.27,0.62,0.28,10.8,4.4 + 4.6,,PsyNig,,~ 20 % root lost while sampling.
DG18,S2(7),S2,0.18,0.9,0.35,0.18,8.6,4.2 + 6.8,,PsyNig,,~ 20 % root lost while sampling. Branched root.
DG17,S1,S1,1.25,3.7,0.74,1.83,17.2,11.8,,,"Galaxy J6: 20210201_220959, 20210201_221014, 20210201_221027",Unidentified. ~ 60 % root lost while sampling. Herbivored; only 01 leaf scanned.
DG17,S2,S2,0.17,1.17,0.49,0.75,23,14.2,,,"Galaxy J6: 20210201_220043, 20210201_221052, 20210201_221102",Unidentified. ~ 40 % root lost while sampling. Herbivored; only 01 leaf scanned.
DG17,S3,S3,0.14,0.9,0.47,0.59,21.2,21,,,"Galaxy J6: 20210201_221122, 20210201_221145, 20210201_221151",Unidentified. Herbivored; only 01 leaf scanned.
DG17,S4,S4,0.11,0.97,0.52,0.27,12.2,5.8 + 4.2,,,"Galaxy J6: 20210131_190647, 20210131_190654, 20210131_190700 ",Psychotria sp. Branched root; ~ 20 % one branch lost while sampling. 
DG17,S5(1),S5,0.38,2.25,1.07,0.49,30.8,5.6,,Cin,,Cinnamomum sp. Herbivored; only 01 leaf scanned. ~ 80 % root lost while sampling.
DG17,S5(2),S5,0.52,1.37,0.41,1.28,15.6,8.4 + 10.2,,Cin,,~ 60 % root lost while sampling.
DG16,S1(1),S1,0.18,0.55,0.79,0.48,27,11.6,,Syz,"Galaxy J6: 20210202_092350,  20210202_092359,  20210202_092408",Unidentified. Syzygium sp.
DG16,S1(2),S1,NA,1.03,0.6,0.33,29.6,12,,,,Dried; leaves not scanned. 
DG16,S2,S2,NA,2.32,2.09,0.78,27.2 + 12.5,5,,,"Galaxy J6: 20210202_092638,  20210202_092646,  20210202_092703",Unidentified. Stem broken. Dried; leaves not scanned. 
DG16,S3(1),S3,0.4,2.77,1.04,NA,14.4,NA,,Psy,"Galaxy J6: 20210202_092723,  20210202_092734,  20210202_092742",Unidentified. Psychotria sp?
DG16,S3(2),S3,NA,1.1,0.66,0.32,22.4,5.2,,Psy,,Dried; leaves not scanned.  ~ 80 % root lost while sampling.
DG16,S3(3),S3,0.79,4.29,2.19,0.61,24.5,5.6,,,, ~ 80 % root lost while sampling.
DG16,S4,S4,0.81,3.04,0.78,1.72,18.8,15.8,,,"Galaxy J6: 20210202_092758,  20210202_092822,  20210202_092902",Unidentified. ~ 60 % root lost while sampling.
DG16,S5(1),S5,0.81,9.2,6.65,11.08,18 + 18.6,28.6,,,"Galaxy J6: 20210202_092938,  20210202_092950,  20210202_093001 ",Unidentified. Simplocos sp?  ~ 40 % root lost while sampling. Stem broken.
DG16,S5(2),S5,0.24,3.42,2.76,2.81,37,29.2,,,, ~ 10 % root lost while sampling.
DG16,S5(3),S5,NA,3.95,3.43,3.04,36.2,14.8,,,,Herbivored; leaves not scanned.  ~ 60 % root lost while sampling.
DG16,S5(4),S5,0.29,2.67,1.64,2.23,28.2,20.4,,,, ~ 40 % root lost while sampling. Herbivored; only 01 leaf scanned.
DG16,S5(5),S5,0.51,5.99,2.94,1.82,31.6,8.2,,,, ~ 80 % root lost while sampling. Herbivored; only 01 leaf scanned.
DG16,S5(6),S5,0.23,3.8,2.66,1.37,29,9.6,,,,~ 80 % root lost while sampling.  
DG16,S5(7),S5,0.29,2.77,1.81,0.94,23.8,8.2,,,,~ 80 % root lost while sampling.  
DG16,S5(8),S5,0.22,2.05,1.54,1.92,24.4,14.2,,,,~ 60 % root lost while sampling.  
DG16,S5(9),S5,0.34,2.2,1.14,0.79,22,9.8,,,,~ 60 % root lost while sampling.  
DG16,S5(10),S5,0.28,0.97,1.06,1.23,17.4,9,,,,~ 60 % root lost while sampling.  
DG16,S5(11),S5,0.24,1.24,0.69,2.12,16.2,12.6,,,,~ 60 % root lost while sampling.  
DG16,S5(12),S5,0.26,1.12,0.46,NA,12.8,NA,,,,Root lost while sampling.
DG16,S5(13),S5,0.17,1.8,1.4,2.82,13,17.6,,,,~ 40 % root lost while sampling.  
DG16,S5(14),S5,0.18,2.78,2.15,1.5,24.5,7.2,,,,~ 80 % root lost while sampling.  
DG16,S5(15),S5,0.13,0.73,0.13,0.49,18.8,13.6,,,,~ 10 % root lost while sampling.  
DG16,S5(16),S5,0.14,2.11,1.26,1.49,21.2,16.5,,,,~ 20 % root lost while sampling.  
DG16,S5(17),S5,0.24,1.78,1.32,1.12,24,12,,,,
DG19,S1,S1,0.38,3.24,1.49,3.52,26.8,25.6,,,"Galaxy J6: 20210202_173010,  20210202_173021,  20210202_173048",Unidentified. ~ 30 % root lost while sampling. 
DG19,S2(1),S2,0.7,8.71,2.95,6.72,28 + 6.2 + 8.8 + 8.8 + 16.4,22.8,,,"Galaxy J6: 20210202_173119,  20210202_173137,  20210202_173147",Unidentified. ~ 40 % root lost while sampling. 
DG19,S2(2),S2,0.37,1.48,0.81,0.28,18.5,16,,,,
DG19,S3(1),S3,0.7,6.89,4.15,3.44,31.8 = 14.4 + 8.5 + 11.2 + 3,20.2,,,"Galaxy J6: 20210202_173217,  20210202_173229,  20210202_173240",Unidentified. ~ 20 % root lost while sampling. 
DG19,S3(2),S3,0.19,1.36,0.63,0.75,17.4,11.2,,,,~ 10 % root lost while sampling. Herbivored; pnly 01 leaf scanned.
DG19,S4,S4,0.09,0.94,0.78,1.24,24.2,22,,,"Galaxy J6: 20210202_173310,  20210202_173454,  20210202_173504",Unidentified. Only 01 healthy leaf; it was scanned.
DG19,S5,S5,0.04,0.96,0.53,0.21,17.2,5.2,,,"Galaxy J6: 20210202_173535,  20210202_173548,  20210202_173556",Unidentified. Herbivored; only 01 leaf scanned. ~ 60 % root lost while sampling. 
DG19,S6,S6,0.7,2.77,1.71,5.82,30 = 36.5,32.5,,,"Galaxy J6: 20210202_173622,  20210202_173631,  20210202_173640",Unidentified. Branched stem.
DG19,S7,S7,0.22,1.62,0.75,1.2,23.4,21.8,,,"Galaxy J6: 20210202_173713,  20210202_173755,  20210202_181743",Unidentified.
DG19,S8(1),S8,0.08,2.12,1.35,0.42,21.2,14.8 + 7.2,,Psy,"Galaxy J6: 20210202_181837,  20210202_181851,  20210202_181906",Psychotria sp. Herbivored; only 01 leaf scanned. 
DG19,S8(2),S8,0.24,0.99,0.56,0.32,11,10.4 + 4,,Psy,,
DG19,S8(3),S8,0.18,1.27,0.93,0.27,16.8,11.8 + 4.4,,Psy,,
DG19,S9(1),S9,0.19,2.32,0.94,0.67,26.8 + 4.8,8.6,,Syz,"Galaxy J6: 20210202_173004,  20210202_182026, 20210202_182063",Syzygium sp. ~ 60 % root lost while sampling. 
DG19,S9(2),S9,NA,0.9,0.89,0.26,29.6 + 9.8,11.6,,Syz,,Dried; leaves not scanned.
DG19,S9(3),S9,NA,0.39,0.34,0.34,16.4 + 2,15.8,,Syz,,Dried; leaves not scanned.
DG19,S9(4),S9,NA,0.41,0.21,0.58,18.6,24.2,,Syz,,Dried; leaves not scanned.
DG19,S9(5),S9,NA,0.18,0.08,0.05,13.2,10.8,,Syz,,Dried; leaves not scanned.
DG19,S9(6),S9,NA,0.36,0.16,NA,16.6,NA,,Syz,,Dried; leaves not scanned. Root lost while sampling.
DG19,S9(7),S9,NA,1.12,1.02,0.84,24.2 + 13.8,20,,Syz,,Dried; leaves not scanned. Branched stem.
DG20,S1(1),S1,0.14,1.38,0.9,0.54,21.8,8.8,,,"Galaxy J6: 20210205_204144,  20210205_204154, 20210205_204212",Simplocos sp? ~ 40 % root lost while sampling. 
DG20,S1(2),S1,0.54,3.86,1.81,3.39,24.8,19.4,,,,~ 40 % root lost while sampling. 
DG20,S2(1),S2,0.23,2.66,1.03,0.4,28.4 + 11.8,6.6,,,"Galaxy J6: 20210205_204237,  20210205_204245, 20210205_204300",Syzygium sp? ~ 80 % root lost while sampling.  Branched stem.
DG20,S2(2),S2,0.11,2.73,1.41,1.14,23.8 + 24.8,18.2,,,,
DG20,S2(3),S2,NA,1.7,0.89,1.13,20 + 12.8,19.6,,,,Dried; leaves not scanned.
DG20,S3(1),S3,0.74,8.51,5.38,3.87,29,16.6 + 15.8 + 11.8,,Psy,"Galaxy J6: 20210205_204319,  20210205_204328, 20210205_204340",Psychotria sp? Herbivored; leaves not scanned. Branched roots.
DG20,S3(2),S3,0.64,3.83,1.74,7.08,23,36.2 + 14.2,,Psy,,~ 20 % root lost while sampling. Branched roots.
DG20,S3(3),S3,NA,0.95,0.3,0.19,6.2,13.8,,Psy,,Herbivored; leaves not scanned.
DG20,S3(4),S3,0.36,1.94,1.12,0.78,16.8,15,,Psy,,
